product_id,discounted_price,actual_price,discount_percentage,rating,rating_count,worth or not worth
B09L8DT7D6,205,499,0.59,3.8,313,0
B00GE55L22,299,699,0.57,4.1,"2,957",1
B0162K34H2,849,999,0.15,4.1,"6,736",1
B0B8SRZ5SV,949,"1,999",0.53,4.4,"13,552",1
B07CWNJLPC,499,"1,200",0.58,4.3,"5,451",1
B00NH12R1O,299,485,0.38,4.3,"10,911",1
B0B8SSC5D9,949,"1,999",0.53,4.4,"13,552",1
B08WKG2MWT,379,"1,099",0.66,4.3,"2,806",1
B0B466C3G4,8990,"18,990",0.53,3.9,350,0
B005LJQMZC,486,"1,999",0.76,4.2,"30,023",1
B07MDRGHWQ,5699,"11,000",0.48,4.2,"4,003",1
B07DC4RZPY,709,"1,999",0.65,4.1,"1,78,817",0
B0B15GSPQW,47990,"70,900",0.32,4.3,"7,109",1
B08GJNM9N7,299,"1,199",0.75,3.7,490,0
B09C6FML9B,320,599,0.47,4.1,491,0
B0B65MJ45G,139,549,0.75,3.9,61,0
B08P9RYPLR,129,249,0.48,4,"9,378",1
B0B6F8HHR6,24999,"35,999",0.31,4.2,"32,840",1
B084MZXJN6,999,"1,699",0.41,4.4,"7,318",1
B08XMG618K,225,499,0.55,4.1,789,0
B0BCKWZ884,547,"2,999",0.82,4.3,407,0
B00GGGOYEK,259,699,0.63,3.8,"2,399",0
B07ZR4S1G4,239,699,0.66,4.4,"2,640",1
B09C635BMM,349,999,0.65,4,839,0
B00GG59HU2,467,599,0.22,4.4,"44,054",1
B00RGLI0ZS,449,599,0.25,4,"3,231",1
B09ZPJT8B2,11990,"31,990",0.63,4.2,64,0
B07HZ2QCGR,350,599,0.42,3.9,"8,314",1
B095244Q22,252,999,0.75,3.7,"2,249",0
B08CKW1KH9,204,599,0.66,3.6,339,0
B0BLV1GNLN,6490,"9,990",0.35,4,27,0
B08RHPDNVV,235,599,0.61,3.5,197,0
B00NH13Q8W,299,800,0.63,4.5,"74,977",1
B0B8SSZ76F,799,"1,999",0.6,4.2,"8,583",1
B0841KQR1Z,299,999,0.7,3.8,928,0
B0B467CCB9,6999,"16,990",0.59,3.8,110,0
B095JQVC7N,42999,"59,999",0.28,4.1,"6,753",1
B08PPHFXG3,173,999,0.83,4.3,"1,237",0
B06XR9PR5X,209,600,0.65,4.4,"18,872",1
B09JSW16QD,848.99,"1,490",0.43,3.9,356,0
B07JH1CBGW,649,"1,999",0.68,4.2,"24,269",1
B09127FZCK,299,899,0.67,3.8,425,0
B083GQGT3Z,399,799,0.5,4.1,"1,161",0
B09Q8WQ5QJ,249,499,0.5,4.1,"1,508",0
B07YZG8PPY,1249,"2,299",0.46,4.3,"7,636",1
B09H39KTTB,213,499,0.57,3.7,246,0
B08DCVRW98,209,499,0.58,4,479,0
B0718ZN31Q,598,"4,999",0.88,4.2,910,0
B0162LYSFS,799,"1,749",0.54,4.1,"5,626",1
B07PFJ5VQD,159,595,0.73,4.3,"14,184",1
B01J8S6X2I,499,"1,100",0.55,4.4,"25,177",1
B09MJ77786,31999,"49,999",0.36,4.3,"21,252",1
B09NNGHG22,32990,"56,790",0.42,4.3,567,0
B07V5YF4ND,299,"1,199",0.75,3.5,466,0
B0B65P827P,128.31,549,0.77,3.9,61,0
B084MZYBTV,599,849,0.29,4.5,474,0
B097ZQTDVZ,399,899,0.56,3.4,431,0
B0B5F3YZY4,449,"1,099",0.59,4,242,0
B09G5TSGXV,254,799,0.68,4,"2,905",1
B006LW0WDQ,399,795,0.5,4.4,"12,091",1
B09YLX91QR,179,399,0.55,4,"1,423",0
B081FJWN52,339,999,0.66,4.3,"6,255",1
B0758F7KK7,399,999,0.6,4,"1,236",0
B09L835C3V,199,399,0.5,4.2,"1,335",0
B098TV3L96,349,"1,999",0.83,3.8,197,0
B08NCKT9FG,299,798,0.63,4.4,"28,791",1
B0B4T6MR8N,89,800,0.89,3.9,"1,075",0
B01GGKZ4NU,549,995,0.45,4.2,"29,746",1
B09BW2GP18,129,"1,000",0.87,3.9,295,0
B09WN3SRC7,77990,"1,39,900",0.44,4.7,"5,935",1
B09B125CFJ,349,799,0.56,3.6,323,0
B09RQRZW2X,499,899,0.44,3.7,185,0
B07924P3C5,299,799,0.63,4.2,"2,117",1
B08N1WL9XW,182,599,0.7,4,"9,378",1
B07VVXJ2P5,96,399,0.76,3.6,"1,796",0
B0BC8BQ432,54990,"85,000",0.35,4.3,"3,587",0
B06XFTHCNY,439,758,0.42,4.2,"4,296",1
B08CT62BM1,299,999,0.7,4.3,"2,651",1
B07CRL2GY6,299,799,0.63,4.2,"94,363",1
B07DWFX9YS,789,"1,999",0.61,4.2,"34,540",1
B01D5H90L4,299,700,0.57,4.4,"8,714",1
B07F1P8KNV,325,"1,099",0.7,4.2,"10,576",1
B084N1BM9L,1299,"1,999",0.35,4.4,"7,318",1
B09F6D21BY,790,"1,999",0.6,3,103,0
B09LQQYNZQ,4699,"4,699",0,4.5,224,0
B0BC9BW512,18999,"24,990",0.24,4.3,"4,702",1
B0B61HYR92,199,999,0.8,4.2,85,0
B075ZTJ9XR,269,650,0.59,4.4,"35,877",1
B0978V2CP6,1990,"3,100",0.36,4,897,0
B09LRZYBH1,2299,"3,999",0.43,3.8,282,0
B0B997FBZT,35999,"49,990",0.28,4.3,"1,611",0
B098LCVYPW,349,999,0.65,4.2,513,0
B09HV71RL1,719,"1,499",0.52,4.1,"1,045",0
B08PZ6HZLT,8999,"18,999",0.53,4,"6,347",1
B075TJHWVC,917,"2,299",0.6,4.2,"3,300",1
B09LV13JFB,399,999,0.6,3.3,23,0
B092BL5DCX,45999,"69,900",0.34,4.3,"7,109",1
B09VH568H7,119,299,0.6,3.8,51,0
B09HQSV46W,21999,"29,999",0.27,4.2,"32,840",1
B08TZD7FQN,299,599,0.5,3.7,708,0
B0B21XL94T,21990,"34,990",0.37,4.3,"1,657",0
B09PTT8DZF,417.44,670,0.38,3.9,523,0
B0B94JPY2N,199,999,0.8,3,,0
B0B3XXSB1K,47990,"79,990",0.4,4.3,"1,376",0
B08RZ12GKR,215,499,0.57,3.5,121,0
B0B4T8RSJ1,99,800,0.88,3.9,"1,075",0
B0B7B9V9QP,18999,"35,000",0.46,4,"1,001",0
B08XXVXP3J,249,999,0.75,4.3,112,0
B06XGWRKYT,7999,"15,999",0.5,3.8,"3,022",0
B07CWDX49D,649,"1,600",0.59,4.3,"5,451",1
B09TY4MSH3,1289,"2,499",0.48,3.3,73,0
B07RY2X9MP,609,"1,500",0.59,4.5,"1,029",0
B0B2C5MJN6,32990,"54,990",0.4,4.1,"1,555",0
B0BBMGLQDW,599,"1,999",0.7,4.2,47,0
B01LONQBDG,349,899,0.61,4.1,"14,896",1
B08XXF5V6G,29999,"50,999",0.41,4.4,"1,712",0
B09HK9JH4F,199,399,0.5,4.2,"1,335",0
B09MMD1FDN,349,699,0.5,3.9,214,0
B09HN7LD5L,1850,"4,500",0.59,4,184,0
B0BNDD9TN6,13990,"28,900",0.52,4.5,7,0
B0941392C8,129,449,0.71,3.7,41,0
B01M5967SY,379,999,0.62,4.2,"12,153",1
B016MDK4F4,185,499,0.63,4.2,25,0
B08G43CCLC,218,999,0.78,4.2,163,0
B0B61GCHC1,199,999,0.8,4.3,87,0
B07RX14W1Q,499,900,0.45,4.4,"2,165",1
B09PLD9TCD,26999,"42,999",0.37,4.2,"1,510",0
B0B8ZKWGKD,893,"1,052",0.15,4.3,106,0
B09NNJ9WYM,10990,"19,990",0.45,3.7,129,0
B08H5L8V1L,379,"1,099",0.66,4.3,"3,049",1
B0B8CXTTG3,16999,"25,999",0.35,4.2,"32,840",1
B09HCH3JZG,699,"1,899",0.63,4.4,390,0
B097JVLW3L,2699,"3,500",0.23,3.5,621,0
B09SB6SJB4,129,599,0.78,4.1,265,0
B08NW8GHCJ,389,999,0.61,4.3,838,0
B09YHLPQYT,246,600,0.59,4.2,143,0
B08G1RW2Q3,299,799,0.63,4,151,0
B08YXJJW8H,247,399,0.38,3.9,200,0
B09P8M18QM,1369,"2,999",0.54,3.3,227,0
B08BG4M4N7,199,499,0.6,3.8,538,0
B07VJ9ZTXS,299,599,0.5,4,171,0
B084872DQY,14999,"14,999",0,4.3,"27,508",1
B00GGGOYEU,299,699,0.57,3.9,"1,454",0
B08FD2VSD9,24990,"51,990",0.52,4.2,"2,951",0
B0BQRJ3C47,249,999,0.75,5,,0
B095JPKPH3,61999,"69,999",0.11,4.1,"6,753",1
B087JWLZ2K,24499,"50,000",0.51,3.9,"3,518",0
B09DSXK8JX,10499,"19,499",0.46,4.2,"1,510",0
B08V9C4B1J,349,999,0.65,4.3,838,0
B08PKBMJKS,197,499,0.61,3.8,136,0
B0B8VQ7KDS,1299,"2,499",0.48,4.3,301,0
B086JTMRYL,1519,"1,899",0.2,4.4,"19,763",1
B09RWQ7YR6,46999,"69,999",0.33,4.3,"21,252",1
B00OFM6PEO,299,799,0.63,4.3,"1,902",1
B0BF57RN3K,1799,"19,999",0.91,4.2,"13,937",1
B0B3RRWSF6,1998,"9,999",0.8,4.3,"27,696",1
B0B5B6PQCT,1999,"7,990",0.75,3.8,"17,831",1
B08HV83HL3,2049,"2,199",0.07,4.3,"1,78,912",0
B0BBN4DZBD,6499,"8,999",0.28,4,"7,807",1
B0B3CPQ5PF,28999,"28,999",0,4.3,"17,415",1
B0B3CQBRB4,28999,"28,999",0,4.3,"17,415",1
B0BBN56J5H,6499,"8,999",0.28,4,"7,807",1
B0BBN3WF7V,6499,"8,999",0.28,4,"7,807",1
B0BDRVFDKP,569,"1,000",0.43,4.4,"67,259",1
B0B5LVS732,1898,"4,999",0.62,4.1,"10,689",1
B09V2Q4QVQ,1299,"1,599",0.19,4,"1,28,311",0
B09V12K8NT,1499,"6,990",0.79,3.9,"21,796",1
B01DEWVZ2C,599,999,0.4,4.1,"1,92,590",0
B0BMGB3CH9,9499,"11,999",0.21,4.2,284,0
B08D77XZX5,599,"2,499",0.76,3.9,"58,162",1
B09XB8GFBQ,8999,"11,999",0.25,4,"12,796",1
B07WG8PDCW,349,"1,299",0.73,4,"14,282",1
B07GPXXNNG,349,999,0.65,4.1,"3,63,713",0
B0BDYVC5TD,959,"1,800",0.47,4.4,"67,259",1
B0BMGB2TPR,9499,"11,999",0.21,4.2,284,0
B08MC57J31,1499,"2,499",0.4,4.3,"15,970",1
B08HVL8QN3,1149,"2,199",0.48,4.3,"1,78,912",0
B0746JGVDS,349,999,0.65,3.9,"46,399",1
B08VFF6JQ8,1219,"1,699",0.28,4.4,"8,891",1
B09NVPSCQT,1599,"3,999",0.6,4,"30,254",1
B09YV4RG4D,1499,"7,999",0.81,4.2,"22,636",1
B09TWHTBKQ,18499,"25,999",0.29,4.1,"22,318",1
B08L5HMJVW,369,700,0.47,4.4,"67,259",1
B0B4F2XCK3,12999,"17,999",0.28,4.1,"18,998",1
B0BF54972T,1799,"19,999",0.91,4.2,"13,937",1
B09YV4MW2T,2199,"9,999",0.78,4.2,"29,471",1
B09TWH8YHM,16999,"24,999",0.32,4.1,"22,318",1
B07WGMMQGP,16499,"20,999",0.21,4,"21,350",1
B0BF563HB4,1799,"19,999",0.91,4.2,"13,937",1
B07JW9H4J1,399,"1,099",0.64,4.2,"24,270",1
B09GFPVD9Y,8499,"10,999",0.23,4.1,"3,13,836",0
B09GFLXVH9,6499,"8,499",0.24,4.1,"3,13,836",0
B0BF4YBLPX,1799,"19,999",0.91,4.2,"13,937",1
B09XB7DPW1,8999,"11,999",0.25,4,"12,796",1
B07PFJ5W31,139,495,0.72,4.3,"14,185",1
B0B3N7LR6K,3999,"16,999",0.76,4.3,"17,159",1
B09ZQK9X8G,2998,"5,999",0.5,4.1,"5,179",1
B098NS6PVG,199,349,0.43,4,"43,993",1
B07WJV6P1R,15499,"18,999",0.18,4.1,"19,252",1
B096MSW6CT,199,999,0.8,3.9,"7,928",1
B0BF54LXW6,1799,"19,999",0.91,4.2,"13,937",1
B09XB7SRQ5,8999,"11,999",0.25,4,"12,796",1
B09FFK1PQG,873,"1,699",0.49,4.4,"1,680",1
B09RMQYHLH,12999,"15,999",0.19,4.2,"13,246",1
B08ZN4B121,539,"1,599",0.66,3.8,"14,648",1
B0B3RSDSZ3,1999,"9,999",0.8,4.3,"27,696",1
B08VB34KJ1,15490,"20,990",0.26,4.2,"32,916",1
B09T39K9YL,19999,"24,999",0.2,3.9,"25,824",1
B08VF8V79P,1075,"1,699",0.37,4.4,"7,462",1
B08G28Z33M,399,699,0.43,4,"37,817",1
B09PNKXSKF,1999,"3,990",0.5,4,"30,254",1
B0B5DDJNH4,1999,"7,990",0.75,3.8,"17,831",1
B08HDJ86NZ,329,699,0.53,4.2,"94,364",1
B08CF3B7N1,154,399,0.61,4.2,"16,905",1
B07WDKLDRX,28999,"34,999",0.17,4.4,"20,311",1
B09MQSCJQ1,2299,"7,990",0.71,4.2,"69,622",1
B094YFFSMY,399,"1,999",0.8,4,"3,382",1
B09MT84WV5,1149,"3,999",0.71,4.3,"1,40,036",0
B08VS3YLRK,529,"1,499",0.65,4.1,"8,599",1
B0B4F3QNDM,13999,"19,499",0.28,4.1,"18,998",1
B07GQD4K6L,379,999,0.62,4.1,"3,63,713",0
B07WDKLRM4,13999,"19,999",0.3,4.1,"19,252",1
B0BP18W8TM,3999,"9,999",0.6,4.4,73,0
B08Y1TFSP6,149,"1,000",0.85,3.9,"24,870",1
B07GXHC691,99,499,0.8,4.3,"42,641",1
B08FN6WGDQ,4790,"15,990",0.7,4,"4,390",1
B0B3D39RKV,33999,"33,999",0,4.3,"17,415",1
B085HY1DGR,99,999,0.9,4,"1,396",0
B08D75R3Z1,299,"1,900",0.84,3.6,"18,202",1
B0B4F2TTTS,10999,"14,999",0.27,4.1,"18,998",1
B09WRMNJ9G,34999,"38,999",0.1,4.2,"11,029",1
B0B14MR9L1,16999,"24,999",0.32,4.1,"22,318",1
B09ZPL5VYM,199,499,0.6,4.1,"1,786",0
B0993BB11X,999,"1,599",0.38,4,"7,222",1
B09V2PZDX8,1299,"1,599",0.19,4,"1,28,311",0
B085W8CFLH,599,"1,800",0.67,3.5,"83,996",1
B09MT6XSFW,599,"1,899",0.68,4.3,"1,40,036",0
B07RD611Z8,1799,"2,499",0.28,4.1,"18,678",1
B08WRWPM22,176.63,499,0.65,4.1,"15,189",1
B0B4F52B5X,10999,"14,999",0.27,4.1,"18,998",1
B096VF5YYF,2999,"7,990",0.62,4.1,"48,449",1
B0B5D39BCD,1999,"7,990",0.75,3.8,"17,831",1
B08DDRGWTJ,229,299,0.23,4.3,"30,411",1
B082LZGK39,199,299,0.33,4,"43,994",1
B09XBJ1CTN,649,999,0.35,4.2,"1,315",0
B0B4F5L738,13999,"19,499",0.28,4.1,"18,998",1
B08MTCKDYN,119,299,0.6,4.1,"5,999",1
B09QS8V5N8,12999,"17,999",0.28,4.1,"50,772",1
B08CF3D7QR,154,339,0.55,4.3,"13,391",1
B09T2WRLJJ,20999,"26,999",0.22,3.9,"25,824",1
B089WB69Y1,249,649,0.62,4,"14,404",1
B0116MIKKC,99,171,0.42,4.5,"11,339",1
B09P858DK8,489,"1,999",0.76,4,"3,626",1
B07DJLFMPS,369,"1,600",0.77,4,"32,625",1
B07WHQWXL7,15499,"20,999",0.26,4.1,"19,252",1
B07WDK3ZS6,15499,"18,999",0.18,4.1,"19,252",1
B09T2S8X9C,22999,"28,999",0.21,3.9,"25,824",1
B07S9S86BF,599,"1,490",0.6,4.1,"1,61,679",0
B07N8RQ6W7,134,699,0.81,4.1,"16,685",1
B09FKDH6FS,7499,"7,999",0.06,4,"30,907",1
B08HVJCW95,1149,"2,199",0.48,4.3,"1,78,912",0
B09YDFDVNS,1324,"1,699",0.22,4,"1,28,311",0
B07WGPKTS4,13999,"19,999",0.3,4.1,"19,252",1
B0789LZTCJ,299,799,0.63,4.2,"94,364",1
B09MZCQYHZ,999,"1,599",0.38,4,"7,222",1
B0B4F2ZWL3,12999,"17,999",0.28,4.1,"18,998",1
B08VB2CMR3,15490,"20,990",0.26,4.2,"32,916",1
B095RTJH1M,999,"2,899",0.66,4.6,"26,603",1
B097R25DP7,1599,"4,999",0.68,4,"67,950",1
B09YDFKJF8,1324,"1,699",0.22,4,"1,28,311",0
B07WDK3ZS2,20999,"29,990",0.3,4.3,"9,499",1
B08RZ5K9YH,999,"1,999",0.5,4.3,"1,777",1
B08444S68L,12490,"15,990",0.22,4.2,"58,506",1
B07WHQBZLS,17999,"21,990",0.18,4,"21,350",1
B085DTN6R2,350,899,0.61,4.2,"2,263",1
B09JS562TP,1399,"1,630",0.14,4,"9,378",1
B09KLVMZ3B,159,399,0.6,4.1,"4,768",1
B09V17S2BG,1499,"6,990",0.79,3.9,"21,796",1
B0B5CGTBKV,1999,"7,990",0.75,3.8,"17,833",1
B0B23LW7NV,999,"2,899",0.66,4.7,"7,779",1
B09KGV7WSV,2099,"5,999",0.65,4.3,"17,129",1
B0971DWFDT,337,699,0.52,4.2,"4,969",1
