Product_ID, Actual, Predicted
B07JW9H4J1, 1.0, 12450.171933323383
B098NS6PVG, 1.0, 7322.691766395154
B096MSW6CT, 0.0, 12623.285052259676
B08HDJ86NZ, 1.0, 23868.906952638674
B08Y1TFSP6, 0.0, 6507.150355568213
